MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,HallKierAlpha,Ipc,Kappa2,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA11,SlogP_VSA12,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAtomStereoCenters,NumHDonors,NumRotatableBonds,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Ar_OH,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH1,fr_NH2,fr_aldehyde,fr_aniline,fr_aryl_methyl,fr_azide,fr_bicyclic,fr_ether,fr_furan,fr_imidazole,fr_imide,fr_ketone,fr_methoxy,fr_para_hydroxylation,fr_phenol_noOrthoHbond,fr_phos_acid,fr_piperdine,fr_priamide,fr_pyridine,fr_thiazole,fr_unbrch_alkane,Morgan_1,Morgan_2,Morgan_3,Morgan_4,Morgan_5,Morgan_11,Morgan_13,Morgan_14,Morgan_15,Morgan_19,Morgan_22,Morgan_23,Morgan_24,Morgan_26,Morgan_28,Morgan_33,Morgan_36,Morgan_37,Morgan_53,Morgan_56,Morgan_59,Morgan_63,Morgan_64,Morgan_80,Morgan_85,Morgan_86,Morgan_87,Morgan_90,Morgan_91,Morgan_97,Morgan_106,Morgan_114,Morgan_118,Morgan_119,Morgan_121,Morgan_128,Morgan_131,Morgan_132,Morgan_135,Morgan_147,Morgan_151,Morgan_155,Morgan_160,Morgan_168,Morgan_175,Morgan_181,Morgan_184,Morgan_190,Morgan_191,Morgan_192,Morgan_202,Morgan_207,Morgan_210,Morgan_214,Morgan_221,Morgan_222,Morgan_225,Morgan_227,Morgan_231,Morgan_233,Morgan_238,Morgan_239,Morgan_243,Morgan_251,Morgan_262,Morgan_268,Morgan_274,Morgan_283,Morgan_284,Morgan_294,Morgan_301,Morgan_304,Morgan_314,Morgan_338,Morgan_340,Morgan_350,Morgan_352,Morgan_356,Morgan_361,Morgan_362,Morgan_363,Morgan_366,Morgan_372,Morgan_374,Morgan_375,Morgan_378,Morgan_381,Morgan_383,Morgan_386,Morgan_387,Morgan_389,Morgan_392,Morgan_399,Morgan_401,Morgan_419,Morgan_420,Morgan_428,Morgan_433,Morgan_445,Morgan_456,Morgan_458,Morgan_475,Morgan_482,Morgan_486,Morgan_492,Morgan_508,Morgan_522,Morgan_523,Morgan_534,Morgan_540,Morgan_541,Morgan_545,Morgan_560,Morgan_561,Morgan_569,Morgan_574,Morgan_579,Morgan_581,Morgan_588,Morgan_597,Morgan_598,Morgan_617,Morgan_632,Morgan_650,Morgan_656,Morgan_659,Morgan_666,Morgan_676,Morgan_684,Morgan_695,Morgan_698,Morgan_699,Morgan_709,Morgan_713,Morgan_715,Morgan_721,Morgan_726,Morgan_736,Morgan_741,Morgan_745,Morgan_759,Morgan_780,Morgan_789,Morgan_794,Morgan_803,Morgan_805,Morgan_806,Morgan_807,Morgan_814,Morgan_816,Morgan_828,Morgan_831,Morgan_842,Morgan_849,Morgan_863,Morgan_875,Morgan_886,Morgan_887,Morgan_893,Morgan_896,Morgan_916,Morgan_926,Morgan_934,Morgan_935,Morgan_950,Morgan_953,Morgan_972,Morgan_974,Morgan_981,Morgan_999,Morgan_1011,Morgan_1017,Morgan_1019,MACCS_37,MACCS_43,MACCS_48,MACCS_62,MACCS_65,MACCS_66,MACCS_72,MACCS_74,MACCS_77,MACCS_79,MACCS_80,MACCS_81,MACCS_82,MACCS_83,MACCS_85,MACCS_86,MACCS_87,MACCS_89,MACCS_90,MACCS_91,MACCS_92,MACCS_96,MACCS_97,MACCS_98,MACCS_100,MACCS_104,MACCS_106,MACCS_107,MACCS_109,MACCS_111,MACCS_112,MACCS_113,MACCS_116,MACCS_118,MACCS_120,MACCS_121,MACCS_123,MACCS_125,MACCS_127,MACCS_128,MACCS_129,MACCS_131,MACCS_132,MACCS_133,MACCS_135,MACCS_136,MACCS_137,MACCS_139,MACCS_140,MACCS_141,MACCS_144,MACCS_145,MACCS_146,MACCS_148,MACCS_149,MACCS_150,MACCS_151,MACCS_152,MACCS_153,MACCS_154,MACCS_156,MACCS_157,MACCS_158,MACCS_159,MACCS_161,MACCS_162,MACCS_163,MACCS_164,MACCS_165
11.328703703703704,3.1944444444444438,-6.015046296296296,0.5921491410095245,13.3,164.029,0.46485852389186955,-0.4765377406626594,0.4765377406626594,0.46485852389186955,1.1,1.4,19.42862406901576,10.328640152398094,2.6353306860171974,-2.1302200047294666,5.7578752684194985,-0.277437404411494,1.6172521756325944,4.568979241768044,-0.8800000000000003,69.54184355220156,2.064650867914837,1.337560529335762,5.106527394840706,0.0,0.0,0.0,0.0,18.0681329734899,0.0,4.794537184071822,21.9520752383741,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,12.098827685538051,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.197708333333333,7.306875,0.0,-8.840277777777777,0.0,-6.015046296296296,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
11.750578703703704,3.5325694444444427,-6.602291666666667,0.7124417765524875,14.384615384615385,214.03599999999997,0.4600946870096507,-0.4766256642359649,0.4766256642359649,0.4600946870096507,0.9230769230769231,1.2307692307692308,19.431735780421178,10.147391537354556,2.7632878801525025,-2.240248899825561,5.764584968974308,-0.347050241178716,1.8356240554391323,5.158825498434269,-1.0200000000000005,260.6586158723568,2.739507255002751,1.6766984572803687,5.106527394840706,0.0,0.0,0.0,0.0,23.990662141584476,0.0,4.794537184071822,30.732905333723743,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,18.02135685363263,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.384375,7.410208333333333,0.0,-16.271574074074074,0.0,-6.602291666666667,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.9039000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
12.125208333333333,3.79034722222222,-7.164791666666666,0.7951083106855978,15.0625,264.04299999999995,0.45966573393534876,-0.4766274404163713,0.4766274404163713,0.45966573393534876,0.75,1.0625,19.43281311949488,10.044436145130984,2.836483320661053,-2.307321992659951,5.766171295040654,-0.3899096253119376,2.0036819414535474,5.619692713382383,-1.1600000000000006,939.7268305417138,3.417284360053293,1.7755066791242644,5.106527394840706,0.0,0.0,0.0,0.0,29.913191309679053,0.0,4.794537184071822,39.513735429073385,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,23.943886021727202,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.510650510204082,7.475259353741496,0.0,-24.597893518518514,0.0,-7.004583333333333,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.5392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
12.395208333333333,3.990602324263036,-7.680416666666666,0.8094186732192378,15.526315789473685,314.04999999999995,0.4596476544117735,-0.4766274572578613,0.4766274572578613,0.4596476544117735,0.631578947368421,0.9473684210526315,19.433410298855655,9.980602318883955,2.8827398714812356,-2.350830176009506,5.766599726976607,-0.4176589435562005,2.139733248300212,5.989640448872494,-1.3000000000000007,3314.4468016170285,4.0963518395048215,2.1785238667302544,5.106527394840706,0.0,0.0,0.0,0.0,35.835720477773634,0.0,4.794537184071822,48.29456552442303,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,29.86641518982178,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.601530612244899,7.519264455782313,0.0,-33.56148195389267,0.0,-7.297109788359789,0.0,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.1745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
12.637916666666667,4.149722222222219,-8.082708333333333,0.7538574792926155,15.863636363636363,364.05699999999996,0.4596472977945599,-0.47662745733412426,0.47662745733412426,0.4596472977945599,0.5454545454545454,0.8181818181818182,19.43387530294287,9.938398500832022,2.9142162647119423,-2.380450435466079,5.766741028057245,-0.43636892526993065,2.2538192065250198,6.293278332058746,-1.4400000000000008,11530.539060582001,4.776102372519197,2.3300454882709567,5.106527394840706,0.0,0.0,0.0,0.0,41.75824964586821,0.0,4.794537184071822,57.07539561977267,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,35.78894435791636,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.66996232520786,7.5506591317082385,0.0,-43.00222694633408,0.0,-7.519326105442177,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.8098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
12.825416666666667,4.278821373456786,-8.470833333333331,0.653062667189842,16.12,414.06399999999996,0.4596472944550076,-0.47662745733429035,0.47662745733429035,0.4596472944550076,0.48,0.72,19.43431159265752,9.90907137329748,2.936873564245279,-2.4014107780781364,5.766802356534871,-0.44971824779121483,2.3520090748010207,6.547079013921287,-1.580000000000001,39741.89733691285,5.456258065310048,2.739201485283877,5.106527394840706,0.0,0.0,0.0,0.0,47.68077881396279,0.0,4.794537184071822,65.8562257151223,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.723295658541195,7.573992465041572,0.0,-52.81381865709246,0.0,-7.693837750377929,0.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,4.4451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
12.995900415721843,4.3854880401234535,-8.763359788359788,0.5343316726116676,16.321428571428573,464.07099999999997,0.4596472944399756,-0.4766274573342905,0.4766274573342905,0.4596472944399756,0.42857142857142855,0.6428571428571429,19.43475754580036,9.887887414111782,2.9539264697696317,-2.416745266129895,5.766838068617551,-0.45948662584462907,2.43820249313014,6.762462438804282,-1.720000000000001,136068.7665341137,6.13667376454714,2.906984183089888,5.106527394840706,0.0,0.0,0.0,0.0,53.603307982057366,0.0,4.794537184071822,74.63705581047195,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,47.63400269410551,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.766002270111443,7.5919056881820675,0.0,-62.922020778218695,0.0,-7.83450840367011,0.0,0.0,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.080400000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
13.133655517762659,4.475012833511884,-9.055859788359788,0.42166913720490123,16.483870967741936,514.078,0.459647294439943,-0.4766274573342905,0.4766274573342905,0.459647294439943,0.3870967741935484,0.5806451612903226,19.435230213616787,9.87209046808982,2.967239951844363,-2.4282710868627473,5.766864415503331,-0.46692514886493475,2.515034661937067,6.947593504737034,-1.8600000000000012,463566.1588189163,6.817266256275943,3.3167253843496374,5.106527394840706,0.0,0.0,0.0,0.0,59.52583715015194,0.0,4.794537184071822,83.41788590582159,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,53.55653186220009,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.80095406074505,7.606024145482343,0.0,-73.27291834602555,0.0,-7.950307896919098,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,5.715700000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
13.260131802721087,4.551172153989387,-9.281625094482239,0.33192180927942516,16.61764705882353,564.0850000000002,0.45964729443994295,-0.4766274573342905,0.4766274573342905,0.45964729443994295,0.35294117647058826,0.5294117647058824,19.435738811055522,9.860003854578332,2.9779599259971343,-2.437144850231794,5.766887011973097,-0.4726689954514026,2.5843613063742903,7.108466389644488,-2.0000000000000013,1573258.3732297192,7.497984412792261,3.4920415224913497,5.106527394840706,0.0,0.0,0.0,0.0,65.44836631824651,0.0,4.794537184071822,92.19871600117123,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,59.479061030294666,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.830077581455111,7.617396186902461,0.0,-83.82610530607127,0.0,-8.047294811519649,0.0,0.0,0.9090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,6.351000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
13.365600552721087,4.616723189492347,-9.503841411564627,0.2699054676024596,16.72972972972973,614.0920000000002,0.45964729443994295,-0.4766274573342905,0.4766274573342905,0.45964729443994295,0.32432432432432434,0.4864864864864865,19.436289598554033,9.850549547718726,2.986823868625993,-2.44411152329742,5.766908054166947,-0.47724048242010036,2.6475351701541814,7.2495828036211245,-2.140000000000001,5323136.860647167,8.178795087426241,3.9013723074053517,5.106527394840706,0.0,0.0,0.0,0.0,71.37089548634108,0.0,4.794537184071822,100.97954609652088,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,65.40159019838924,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,9.854712287408496,7.626724770406869,0.0,-94.55051077177608,0.0,-8.129708314715495,0.0,0.0,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,6.9863000000000035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
